"","taxon","p_mean","n_mean","log2fold","glm.nb_est","glm.nb_stderr","glm.nb_zval","glm.nb_pval"
"1","Acarospora",0.00112195711768502,0.0157026425401911,-3.80691792453527,-2.63875442601474,5.80432694927326,-0.454618502554396,0.649383721216055
"2","Acarosporaceae",0.00565685647267442,0.0157026425401911,-1.47293489331006,-1.02096066844623,2.34891953603832,-0.434651188677234,0.663815633377621
"3","Acarosporales",0.00565685647267442,0.0157026425401911,-1.47293489331006,-1.02096066844623,2.34891953603832,-0.434651188677234,0.663815633377621
"4","Acaulospora",0.000102977015272509,0.00226082701247859,-4.45645634297313,-3.08898014942031,19.8637128331715,-0.155508699474443,0.876420296183614
"5","Acaulosporaceae",0.000102977015272509,0.00226082701247859,-4.45645634297313,-3.08898014942031,19.8637128331715,-0.155508699474443,0.876420296183614
"6","Achroiostachys",0.0024153371399833,0.00304033114368863,-0.332003887408561,-0.230127558492185,5.67657488688774,-0.0405398612856767,0.967662728437334
"7","Acremonium",0.0090316531110708,0.0152016557184432,-0.751166485149364,-0.520668931312407,2.52483477358691,-0.206219011540592,0.836619837939039
"8","Acremonium acutatum",0.00448782847074008,0.00304033114368863,0.561789069548851,0.389402509627181,5.90227015582189,0.0659750400010209,0.947397697342244
"9","Acremonium persicinum",0.00358947830965367,0.0091209934310659,-1.34541678716802,-0.932571852703531,3.51793763196361,-0.265090501954975,0.790939744018967
"10","Acremonium sclerotigenum",0.00072658158371407,0.00152016557184432,-1.06503176212699,-0.738223763125114,8.17230028955005,-0.0903324323592323,0.92802304819972
"11","Acrophialophora",0.00673174270611011,0.00304033114368863,1.14675157027001,0.794867617735346,5.68866949263928,0.13972821215292,0.888874734995319
"12","Acrostalagmus",0.000262744995587626,0.00152016557184432,-2.5324932751627,-1.75539057346604,9.95359632352133,-0.176357420615691,0.86001315373897
"13","Acrostalagmus luteoalbus",0.000262744995587626,0.00152016557184432,-2.5324932751627,-1.75539057346604,9.95359632352133,-0.176357420615691,0.86001315373897
"14","Agaricales",0.120483125474543,0.202187228047228,-0.746860765782657,-0.51768443407309,0.493538141392019,-1.04892487663257,0.294212695088364
"15","Agaricomycetes",0.308525557450063,0.58752014291209,-0.929248311386692,-0.644105847077775,0.294138055922085,-2.18980792899642,0.0285381694584319
"16","Agaricostilbaceae",0.0013082507709555,0.00806902599165436,-2.62475542783387,-1.81934182446246,5.43537178076534,-0.334722609206004,0.737834344631485
"17","Agaricostilbales",0.0191829274482701,0.0096428609937308,0.992289746217847,0.687802839889437,3.65741745395116,0.188056968762588,0.85083199313911
"18","Agaricostilbomycetes",0.0211429235404202,0.0096428609937308,1.13264172310703,0.785087416956204,3.65217037025598,0.214964620311833,0.829794902612869
"19","Alatospora",0.00040105633762517,0.00785132127009555,-4.29105864443249,-2.97433520100576,6.10694286133242,-0.487041596514432,0.626228853354955
"20","Albifimbria",0.0173903353241178,0.00152016557184432,3.51598537993573,2.43709535299244,7.53228811089908,0.323553124510201,0.746276381576755
"21","Albifimbria verrucaria",0.0173903353241178,0.00152016557184432,3.51598537993573,2.43709535299244,7.53228811089908,0.323553124510201,0.746276381576755
"22","Alternaria",0.034362070402867,0.00304033114368863,3.49851659384401,2.42498691316514,5.25740138785757,0.461252001562191,0.644617817054791
"23","Alternaria alternata",0.000362498235988751,0.00152016557184432,-2.06818258648895,-1.43355492870799,12.2451589454502,-0.117071157270739,0.906803665700547
"24","Amanita",0.00032979979623019,0.00785132127009555,-4.57327304779286,-3.16995131900841,6.57403366955942,-0.482192741678011,0.629669032538825
"25","Amanitaceae",0.00032979979623019,0.00785132127009555,-4.57327304779286,-3.16995131900841,6.57403366955942,-0.482192741678011,0.629669032538825
"26","Amphisphaeriaceae",0.00241294480184782,0.00152016557184432,0.666566446847715,0.462028653288361,7.62284295977538,0.0606110680393677,0.951668958711463
"27","Apiotrichum",0.000792789437487603,0.00472150500622933,-2.5742371536257,-1.78432522512831,6.10373272586047,-0.292333446641336,0.770031688411533
"28","Apiotrichum xylopini",0.000308931045817527,0.00226082701247859,-2.87149384225197,-1.9903678607522,16.7021279203115,-0.119168519738835,0.905141846499967
"29","Arachnomyces",0.0112195711768502,0.00304033114368863,1.88371716443621,1.30569324150134,5.51183224345841,0.236889147533648,0.81274278941225
"30","Arachnomyces pilosus",0.00841467838263764,0.00152016557184432,2.46867966515737,1.7111583496095,7.66680654188126,0.223190495320575,0.82338724901744
"31","Arachnomycetaceae",0.0134634854122202,0.00304033114368863,2.14675157027001,1.48801479829529,5.46672920506325,0.272194715062364,0.785472305251595
"32","Archaeorhizomyces",0.00209757104075662,0.0158257890873501,-2.91548585750045,-2.02086080208883,5.97827059713042,-0.33803434776921,0.735337303961106
"33","Archaeorhizomycetaceae",0.00224800702828516,0.0158257890873501,-2.81555898425826,-1.95159677163884,5.95502311558542,-0.327722786924393,0.743121272596876
"34","Archaeorhizomycetales",0.00309159956456847,0.0158257890873501,-2.35585206218465,-1.63295221471962,5.86573165762163,-0.278388496104803,0.780714149400332
"35","Archaeorhizomycetes",0.00314174489374465,0.0180866160998287,-2.52528456815712,-1.75039387852965,5.51476791368665,-0.31740118640088,0.750939207103959
"36","Archaeosporaceae",0.000560978558842509,0.00226082701247859,-2.01083307251916,-1.39380327479335,16.7504623369268,-0.0832098390335573,0.933684689455577
"37","Archaeosporales",0.00032979979623019,0.00226082701247859,-2.77718819577675,-1.92500016778702,16.0129793132142,-0.120214991235171,0.904312842609082
"38","Archaeosporomycetes",0.00032979979623019,0.00226082701247859,-2.77718819577675,-1.92500016778702,16.0129793132142,-0.120214991235171,0.904312842609082
"39","Arthrodermataceae",0.000560978558842509,0.00152016557184432,-1.43821093045115,-0.996891851492708,10.6882443928957,-0.0932699342237462,0.925689116952386
"40","Arthrographis",0.000525489991175251,0.00152016557184432,-1.5324932751627,-1.0622433929061,8.77190615569971,-0.121096073538804,0.903614939152391
"41","Ascobolaceae",0.0166391407773129,0.00760082785922159,1.13035247037034,0.783500627876169,3.41504874674239,0.229425898714784,0.818537908666008
"42","Ascobolus",0.0156606898025875,0.00760082785922159,1.04291929385065,0.722896568084148,3.42143529245089,0.211284594415437,0.832665203459247
"43","Ascotricha",0.00168293567652753,0.00152016557184432,0.146751570270008,0.101720437175402,8.6385907338735,0.0117751193810511,0.990605031152203
"44","Aspergillaceae",0.0396012896148998,0.0155619613206346,1.34752351343005,0.934032124072268,1.58070260100774,0.590896809733088,0.554589563704199
"45","Aspergillus",0.0238154755049062,0.0152016557184432,0.647670887934234,0.448931249902367,2.41805616655619,0.185657908245257,0.852713038705081
"46","Aspergillus flavus",0.00112195711768502,0.00152016557184432,-0.438210930451149,-0.303744670932763,9.19394254879054,-0.0330374775914519,0.973644701147076
"47","Aspergillus fumigatus",0.000338045489734522,0.00304033114368863,-3.16893916252796,-2.19654124587225,7.28921268306311,-0.301341357616857,0.763154206861213
"48","Aspergillus terreus",0.000458435190532687,0.00304033114368863,-2.72943876818888,-1.89190278668113,7.26454711206231,-0.260429557066227,0.794532446076018
"49","Atheliales",0.00336207332729774,0.07066189143086,-4.39350927143981,-3.04534856426248,1.86303348509236,-1.63461826565694,0.102129096157361
"50","Auriculariales",0.011573094748277,0.00304033114368863,1.92847433417057,1.33671654751255,5.30047857247652,0.252187897608649,0.800895832137953
"51","Beauveria",0.0013082507709555,0.00304033114368863,-1.21658935707803,-0.843275482757871,6.02473542510784,-0.139968882159299,0.888684576756019
"52","Bionectriaceae",0.00790615079926097,0.00608066228737727,0.378747006685142,0.262527419829325,3.83516599626684,0.0684526875981039,0.945425281511551
"53","Bisifusarium",0.0100976140591652,0.00152016557184432,2.73171407099116,1.89347990640345,7.62362778336159,0.248369930984293,0.803848196400123
"54","Bisifusarium penzigii",0.00729272126495262,0.00152016557184432,2.26222878768994,1.56805750596883,7.70644913164505,0.203473412875705,0.838765024460838
"55","Bolbitiaceae",0.0010980644145069,0.0091209934310659,-3.05422827892807,-2.11702972032544,4.05964813215388,-0.521481086884798,0.602031677507876
"56","Botryosphaeriaceae",0.0147533776217931,0.00152016557184432,3.27874490995201,2.27265279010852,7.44019826143934,0.305455944888875,0.760018918450876
"57","Botryosphaeriales",0.0180388457838074,0.00152016557184432,3.56880665932525,2.47370827387485,7.43361081877221,0.332773444047939,0.739305305428774
"58","Boubovia",0.00504880702958259,0.00152016557184432,1.73171407099116,1.20033272584351,7.83714300233198,0.153159477310334,0.878272512992546
"59","Bovista",0.00504880702958259,0.00152016557184432,1.73171407099116,1.20033272584351,7.83714300233198,0.153159477310334,0.878272512992546
"60","Bovista plumbea",0.00168293567652753,0.00152016557184432,0.146751570270008,0.101720437175402,8.6385907338735,0.0117751193810511,0.990605031152203
"61","Bulleraceae",0.0104839774578357,0.00403451299582718,1.3777197146828,0.954962535834225,6.4859278368277,0.147236071670711,0.882945689772634
"62","Bulleribasidiaceae",0.0734845425469068,0.0968283118998523,-0.39798813144312,-0.275864351206117,1.35250908875179,-0.203964877944523,0.838380945269371
"63","Bulleribasidium",0.00173243040770477,0.00806902599165436,-2.21959713697506,-1.53850749747319,5.02357257314587,-0.306257643354745,0.759408486395912
"64","Calloriaceae",0.00052001368962386,0.00785132127009555,-3.91631395175464,-2.71458197384631,5.31063362345168,-0.511159715831037,0.609239224127689
"65","Calycina",0.000308931045817527,0.00785132127009555,-4.66757869426808,-3.23531901197359,8.10946711310741,-0.398955808914289,0.689925766072321
"66","Cantharellales",0.0192531471463447,0.0192488762503707,0.000320066319819326,0.000221853067176435,1.50806753595691,0.000147110830176225,0.999882622540299
"67","Capnodiales",0.112044386657621,0.0057894683587783,4.27449568943878,2.96285463545013,2.49793412665264,1.18612200531505,0.235574121503688
"68","Carlosrosaea",0.00140448229759789,0.0201725649791359,-3.84428419132293,-2.66465474848666,4.05537376603749,-0.65706761009363,0.511137444368433
"69","Carlosrosaea foliicola",0.000320332254748818,0.0161380519833087,-5.65475355924237,-3.91957648635016,6.79778478889638,-0.576596142430468,0.564212305714945
"70","Cephalotrichiella",0.00112195711768502,0.00152016557184432,-0.438210930451149,-0.303744670932763,9.19394254879054,-0.0330374775914519,0.973644701147076
"71","Cephalotrichiella penicillata",0.00112195711768502,0.00152016557184432,-0.438210930451149,-0.303744670932763,9.19394254879054,-0.0330374775914519,0.973644701147076
"72","Cephalotrichum",0.000923069145631773,0.00152016557184432,-0.719717839207574,-0.498870391045425,8.01492147058392,-0.0622427047945961,0.950369554889258
"73","Ceratobasidiaceae",0.00847543213354077,0.00152016557184432,2.47905846203689,1.71835238340414,7.46793918085379,0.230097265361993,0.81801618981452
"74","Ceratobasidium",0.00296470218048528,0.00152016557184432,0.963658719731183,0.667957324603676,7.58543171385627,0.088057918098916,0.929830642890755
"75","Chaetomiaceae",0.0405559770063452,0.0456049671553295,-0.169276417179724,-0.117333471303415,1.42232030991755,-0.082494407543275,0.934253565312449
"76","Chaetomium",0.0112302848815026,0.0091209934310659,0.300131653367447,0.208035409328438,3.13919631754726,0.0662702769385833,0.947162646755692
"77","Chaetomium thermophilum",0.00112195711768502,0.00304033114368863,-1.43821093045115,-0.996891851492709,7.5577301183505,-0.131903605432035,0.895060536826532
"78","Chaetothyriales",0.10777683129224,0.00494615937362059,4.44559453953069,3.0814513209884,2.61014899839804,1.1805652945022,0.237775457436505
"79","Chalara",0.00034065690087926,0.0157026425401911,-5.52654412263591,-3.83070847684522,5.93371760823123,-0.645583212711584,0.518549312019236
"80","Chionosphaeraceae",0.00288829003987764,0.00226082701247859,0.353365015549929,0.244933964236956,14.9722651140165,0.0163591789466551,0.986947845869182
"81","Chrysosporium",0.00339378811470861,0.00608066228737727,-0.841331970692281,-0.583166883400298,4.13894810285703,-0.14089736544359,0.887951023457134
"82","Chrysosporium lobatum",0.00897565694148015,0.00608066228737727,0.561789069548851,0.389402509627181,4.17353529748475,0.0933027953212379,0.925663011427185
"83","Chytridiales",0.00314199153308624,0.00785132127009555,-1.32125616737871,-0.915824987215994,3.41485835553066,-0.26818827953222,0.788554396229432
"84","Chytridiomycetes",0.00412044250781155,0.00785132127009555,-0.930136178826323,-0.644721269890267,3.2836648348379,-0.196341984434625,0.84434250203041
"85","Cistella",0.000991262222566268,0.00785132127009555,-2.98559680538901,-2.06945800794417,4.01198855704282,-0.515818522042231,0.605981164925694
"86","Cladochytriales",0.000102977015272509,0.00785132127009555,-6.25254119498924,-4.3339313006417,13.4673481915431,-0.321810295464346,0.747596414228307
"87","Cladochytriomycetes",0.000102977015272509,0.00785132127009555,-6.25254119498924,-4.3339313006417,13.4673481915431,-0.321810295464346,0.747596414228307
"88","Cladophialophora",0.0129047022127217,0.00785132127009555,0.716889484955946,0.496909925270284,2.93008221939765,0.169589072272667,0.865333317121073
"89","Cladorrhinum",0.00126658949042869,0.00152016557184432,-0.263279452459595,-0.182491410171737,7.85391698695748,-0.0232357192563645,0.981462246445889
"90","Cladosporiaceae",0.0584192013505804,0.0057894683587783,3.33493985707137,2.311604159266,2.51091554150271,0.920622028522141,0.357247797177333
"91","Cladosporium",0.0412281007552336,0.0057894683587783,2.83212522434566,1.9630796142479,2.52217074261954,0.778329389472272,0.436374853836528
"92","Cladosporium herbarum",0.0117805497356927,0.00513796882798788,1.19713682109533,0.829792012286722,3.12739122719549,0.2653304150344,0.790754936094398
"93","Claroideoglomeraceae",0.0112195711768502,0.00304033114368863,1.88371716443621,1.30569324150134,5.51183224345841,0.236889147533648,0.81274278941225
"94","Claroideoglomus",0.0112195711768502,0.00304033114368863,1.88371716443621,1.30569324150134,5.51183224345841,0.236889147533648,0.81274278941225
"95","Clavariaceae",0.00280402912560449,0.0157026425401911,-2.48543412551991,-1.7227716565716,2.66108147674039,-0.64739530586709,0.517376133201133
"96","Clavulinopsis",0.000333212656975046,0.0157026425401911,-5.55842035313726,-3.85280339614411,6.26794472208153,-0.614683690902849,0.538763632462828
"97","Clitopilus",0.00346084291535117,0.00785132127009555,-1.18181199998215,-0.819169655739536,3.36456534473515,-0.243469682353284,0.807641568564152
"98","Clonostachys",0.00278425090180712,0.00608066228737727,-1.12693924120527,-0.781134757703798,4.1021723606797,-0.190419779819873,0.848980199177709
"99","Comoclathris",0.00348544532180705,0.00785132127009555,-1.17159246488858,-0.812086013802794,3.20534289850593,-0.253353865566559,0.799994774775212
"100","Coniella",0.000327206910699474,0.00152016557184432,-2.21595334238671,-1.53598181152774,9.52751515414517,-0.161215362733847,0.871923781675064
"101","Coniochaeta",0.00224231436306495,0.00152016557184432,0.560760085899087,0.388689272511506,7.64297796514783,0.0508557363744785,0.959440477094031
"102","Coniochaetaceae",0.00292851071328583,0.00760082785922159,-1.37598938887559,-0.953763165379519,3.70371702995096,-0.257515128090698,0.796781138469723
"103","Coniochaetales",0.00302152221095132,0.0091209934310659,-1.5939154197315,-1.10481797923791,3.43590791346362,-0.321550520870678,0.747793233087626
"104","Conocybe",0.000610451959472371,0.00152016557184432,-1.31627879669705,-0.912374936761396,8.24798933718918,-0.110617860846111,0.911919383502801
"105","Coprinellus",0.0135143987863387,0.00608066228737727,1.15219696094769,0.79864207493063,3.78171894091901,0.211184936640624,0.832742964508123
"106","Coprinellus hiascens",0.000586570140748825,0.00152016557184432,-1.37385292827866,-0.952282283740376,8.65305601498082,-0.110051556593614,0.912368486944017
"107","Coprinopsis",0.00750024386358503,0.00152016557184432,2.30270903806912,1.5961162773875,7.47621815162359,0.213492469724266,0.830942862026003
"108","Coprinopsis cinerea",0.00224391423537004,0.00152016557184432,0.561789069548851,0.38940250962718,8.34707044932639,0.0466513984746115,0.962791066535392
"109","Cordycipitaceae",0.00674177953525749,0.0057894683587783,0.219698577114447,0.152283449299912,2.71386125458834,0.0561132036659742,0.95525162550774
"110","Cortinariaceae",0.00571518931142462,0.125621140321529,-4.45813417285999,-3.09014313247585,1.42092800500562,-2.17473589202968,0.029649913602074
"111","Cortinarius",0.00395908251852633,0.117769819051433,-4.89465991836306,-3.39271972221313,1.65138914838818,-2.05446410104157,0.0399307944707505
"112","Cristinia",0.0106585926180077,0.00304033114368863,1.80971658299244,1.25439994711379,5.52599882750688,0.226999676668358,0.820423993587972
"113","Cryptococcaceae",0.00783018016866168,0.0161380519833087,-1.04334903335667,-0.723194440811117,3.36766315114784,-0.214746668046245,0.829964835443523
"114","Cryptococcus",0.00565804224121063,0.0121035389874815,-1.09705409019802,-0.760419949542513,3.90905283753139,-0.19452792815733,0.845762529873859
"115","Cryptococcus uniguttulatus",0.00040105633762517,0.00403451299582718,-3.33051772110421,-2.30853896818832,8.40503158614201,-0.274661545828641,0.78357627724014
"116","Cryptococcus watticus",0.000333212656975046,0.00403451299582718,-3.59787942980898,-2.49385998276672,8.75312268870506,-0.284910890828112,0.775712411971503
"117","Cucurbitariaceae",0.0103409195765949,0.00304033114368863,1.7660641131266,1.22414236070179,5.30818121092336,0.230614274844783,0.817614476790662
"118","Cuniculitremaceae",0.00203653339425206,0.0201725649791359,-3.30820716059208,-2.29307446607263,3.48699665038709,-0.657607303929608,0.51079050002184
"119","Curvibasidiaceae",0.0022760905936663,0.00403451299582718,-0.8258365555862,-0.572426280107909,6.69726742421531,-0.0854716175791618,0.931886458772997
"120","Curvibasidium",0.0022760905936663,0.00403451299582718,-0.8258365555862,-0.572426280107909,6.69726742421531,-0.0854716175791618,0.931886458772997
"121","Curvibasidium cygneicollum",0.00101413646920357,0.00403451299582718,-1.99214273256265,-1.38084811834878,7.06290911996918,-0.195506992217225,0.844996064304164
"122","Curvularia",0.00515151401232388,0.00608066228737727,-0.239231968468977,-0.165822964444075,3.90770083579221,-0.0424349179766362,0.966151992888903
"123","Cutaneotrichosporon",0.00195565228439646,0.0156946304874716,-3.00454927611513,-2.08259485959263,3.52291626294734,-0.591156503348248,0.554415563769473
"124","Cutaneotrichosporon debeurmannianum",0.000102977015272509,0.00403451299582718,-5.29200027166096,-3.66813506782426,14.6533023044024,-0.25032821896551,0.802333535433555
"125","Cyphellophoraceae",0.00404790030008003,0.00226082701247859,0.840323148559872,0.582467621183536,14.9382171548759,0.0389917762705315,0.968896945214649
"126","Cystobasidiaceae",0.00781897600875212,0.0161380519833087,-1.04541485575853,-0.724626359784508,3.36787896427163,-0.215158076484267,0.82964407554391
"127","Cystobasidiales",0.00808610865581998,0.0161380519833087,-0.996948947241837,-0.691032351942888,3.36289705063367,-0.20548721579588,0.837191485306906
"128","Cystobasidiomycetes",0.0628632547858101,0.0610829016905273,0.0414483727969611,0.0287298227430061,1.47399629573161,0.0194911091881315,0.984449329537369
"129","Cystobasidium",0.00728438035123333,0.0161380519833087,-1.14758828289967,-0.795447582735534,3.39129920560541,-0.234555412103053,0.814553820073592
"130","Cystobasidium slooffiae",0.00288010253030362,0.00403451299582718,-0.48627436511981,-0.337059705161375,6.65803822014811,-0.0506244773635255,0.959624757714642
"131","Cystofilobasidiaceae",0.00542556277552204,0.00452165402495718,0.262922182978465,0.182243769838204,10.5915903910337,0.0172064593804989,0.986271909112461
"132","Cystofilobasidiales",0.0126185173480804,0.00452165402495718,1.48061989294472,1.0262875042756,10.54600235405,0.0973153115105716,0.922475996886432
"133","Cystofilobasidium",0.00542556277552204,0.00452165402495718,0.262922182978465,0.182243769838204,10.5915903910337,0.0172064593804989,0.986271909112461
"134","Dacrymycetaceae",0.000836858992393729,0.00226082701247859,-1.43379414862869,-0.993830371625322,15.2799567117286,-0.0650414389500512,0.948141006575152
"135","Dacrymycetales",0.000880252407581308,0.00226082701247859,-1.36086143515628,-0.943277266911341,15.260071629931,-0.061813423277857,0.950711413700511
"136","Dacrymycetes",0.000880252407581308,0.00226082701247859,-1.36086143515628,-0.943277266911341,15.260071629931,-0.061813423277857,0.950711413700511
"137","Dactylonectria",0.00283051626091696,0.00152016557184432,0.896836745548234,0.621639861599315,7.67028600728519,0.0810451997499031,0.93540600650404
"138","Dactylonectria macrodidyma",0.00280671752987342,0.00152016557184432,0.884655411046235,0.6131964039338,7.67863828407989,0.0798574410263782,0.93635063881807
"139","Derxomyces",0.00641654811054155,0.0161380519833087,-1.33059715287953,-0.92229966497954,3.47829835207749,-0.265158296276878,0.790887520047271
"140","Derxomyces nakasei",0.000308931045817527,0.00806902599165436,-4.7070377709398,-3.26266995971609,8.85766007797346,-0.368344453387802,0.712616409932793
"141","Diaporthales",0.0228146393054301,0.00152016557184432,3.90765947393631,2.70858314694728,7.42741330730702,0.364673815079417,0.715354907019912
"142","Diatrypaceae",0.00621362764216428,0.00152016557184432,2.03120732289566,1.40792562899784,7.51749077599701,0.18728664536487,0.85143589318278
"143","Dichotomopilus",0.00168293567652753,0.00152016557184432,0.146751570270008,0.101720437175402,8.6385907338735,0.0117751193810511,0.990605031152203
"144","Didymella",0.00648618549831901,0.0157026425401911,-1.27556517630193,-0.884154405574134,2.28119029431216,-0.387584677954598,0.698323409501887
"145","Didymellaceae",0.0550385238355761,0.0157026425401911,1.80943441124818,1.25420436056482,2.03086858353385,0.617570418260359,0.536858549387965
"146","Dioszegia",0.0174138124570059,0.0161380519833087,0.109765648940427,0.076083750085392,3.28379968597584,0.0231694248617916,0.98151512748336
"147","Dioszegia rishiriensis",0.000262744995587626,0.00403451299582718,-3.94065934591854,-2.73145691517063,9.2501744203481,-0.295287071469928,0.767774591912013
"148","Dioszegia xingshanensis",0.000102977015272509,0.00403451299582718,-5.29200027166096,-3.66813506782426,14.6533023044024,-0.25032821896551,0.802333535433555
"149","Dioszegia zsoltii",0.00116397934524531,0.00403451299582718,-1.79332907904789,-1.24304099495821,6.93748417695189,-0.179177489022304,0.857798338835933
"150","Dipodascaceae",0.000259915882084026,0.00226082701247859,-3.12073391120763,-2.16312791183139,16.2905221923437,-0.132784442775446,0.894363858267242
"151","Dipodascus",0.000102977015272509,0.00226082701247859,-4.45645634297313,-3.08898014942031,19.8637128331715,-0.155508699474443,0.876420296183614
"152","Diversisporaceae",0.00112195711768502,0.00226082701247859,-1.01083307251916,-0.700656094233403,15.838813081338,-0.0442366540115906,0.964715764962513
"153","Diversisporales",0.000458435190532687,0.00452165402495718,-3.30206091025689,-2.28881420998177,11.6594764814565,-0.196305058260717,0.844371402498862
"154","Dominikia",0.000458435190532687,0.0123729421292215,-4.75432699261166,-3.29544835038881,5.58008193690807,-0.590573469646008,0.554806245372985
"155","Dothideales",0.0560851188574609,0.00785132127009555,2.83661066391658,1.96618868404002,2.84639382955298,0.690764806902636,0.489713355274828
"156","Dothideomycetes",0.94002559491359,0.0798235853796509,3.55781305293491,2.46608808660121,0.70118568418552,3.51702572117649,0.000436411490292429
"157","Dothiora",0.00326820361903603,0.00785132127009555,-1.26443758972157,-0.876441350309517,3.22924430677417,-0.271407570022174,0.786077580444775
"158","Dothioraceae",0.0154706654009218,0.00785132127009555,0.97852788373261,0.678263843708552,2.91092016466398,0.233006680135746,0.815756218528709
"159","Emericellopsis",0.0022308226874922,0.00304033114368863,-0.446652617823917,-0.309596002734366,5.66814674680265,-0.0546203224023806,0.956440947989835
"160","Endophragmiella",0.00224391423537004,0.00152016557184432,0.561789069548851,0.38940250962718,8.34707044932639,0.0466513984746115,0.962791066535392
"161","Enterocarpus",0.00280489279421255,0.00152016557184432,0.883717164436214,0.612546060941391,8.16716512713395,0.0750010623522616,0.940213866640399
"162","Enterocarpus grenotii",0.00280489279421255,0.00152016557184432,0.883717164436214,0.612546060941391,8.16716512713395,0.0750010623522616,0.940213866640399
"163","Entoloma",0.00688134784646232,0.00513796882798788,0.421493035177632,0.292156708959028,2.85008712977176,0.102507992091605,0.918353469496517
"164","Entolomataceae",0.00996021296377343,0.00962443812518534,0.0494742709325165,0.0342929514071349,2.12614017801324,0.016129205290302,0.98713131409075
"165","Eremomycetaceae",0.000592544791817815,0.00152016557184432,-1.359232346347,-0.942148068596299,8.62799343541272,-0.109196660341598,0.913046509132373
"166","Erythrobasidiaceae",0.0184055335158736,0.0121035389874815,0.604710626507338,0.419153465818195,3.76938491533219,0.111199433125883,0.911458201146074
"167","Erythrobasidiales",0.0210642602443753,0.0121035389874815,0.799368307987246,0.554079888910336,3.76204125539786,0.147281715243109,0.882909664206682
"168","Erythrobasidium",0.0177275708500627,0.0121035389874815,0.55056591928311,0.381623214663477,3.77160710465758,0.101183183739422,0.919405045634234
"169","Eucasphaeria",0.000102977015272509,0.00304033114368863,-4.88383420090512,-3.38521590667961,14.1710381183666,-0.238882704174802,0.811196537417738
